shirt_number,position,name,date_of_birth,age,nationality,club_name,league_name
15,Left Wing,Max Gradel,1987-11-30,30,Cote d'Ivoire,Toulouse,Ligue 1
21,Left Wing,Jimmy Durmaz,1989-03-22,28,Sweden,Toulouse,Ligue 1
8,Right Wing,Corentin Jean,1995-07-15,22,France,Toulouse,Ligue 1
10,Centre-Forward,Andy Delort,1991-10-09,26,France,Toulouse,Ligue 1
11,Centre-Forward,Ola Toivonen,1986-07-03,31,Sweden,Toulouse,Ligue 1
9,Centre-Forward,Yaya Sanogo,1993-01-27,24,France,Toulouse,Ligue 1
40,Keeper,Tomas Koubek,1992-08-26,25,Czech Republic,Stade Rennais,Ligue 1
1,Keeper,Abdoulaye Diallo,1992-03-30,25,Senegal,Stade Rennais,Ligue 1
30,Keeper,Edvinas Gertmonas,1996-06-01,21,Lithuania,Stade Rennais,Ligue 1
5,Centre-Back,Joris Gnagnon,1997-01-13,20,Cote d'Ivoire,Stade Rennais,Ligue 1
15,Centre-Back,Ramy Bensebaini,1995-04-16,22,Algeria,Stade Rennais,Ligue 1
4,Centre-Back,Mexer,1988-09-08,29,Mozambique,Stade Rennais,Ligue 1
26,Centre-Back,Jérémy Gelin,1997-04-24,20,France,Stade Rennais,Ligue 1
24,Left-Back,Ludovic Baal,1986-05-24,31,French Guiana,Stade Rennais,Ligue 1
25,Left-Back,Afonso Figueiredo,1993-01-06,25,Portugal,Stade Rennais,Ligue 1
27,Right-Back,Hamari Traoré,1992-01-27,25,Mali,Stade Rennais,Ligue 1
29,Right-Back,Romain Danzé,1986-07-03,31,France,Stade Rennais,Ligue 1
2,Right-Back,Mehdi Zeffane,1992-05-19,25,Algeria,Stade Rennais,Ligue 1
21,Central Midfield,Benjamin André,1990-08-03,27,France,Stade Rennais,Ligue 1
14,Central Midfield,Benjamin Bourigeaud,1994-01-14,23,France,Stade Rennais,Ligue 1
23,Central Midfield,Adrien Hunou,1994-01-19,23,France,Stade Rennais,Ligue 1
10,Central Midfield,Sanjin Prcic,1993-11-20,24,Bosnia-Herzegovina,Stade Rennais,Ligue 1
35,Central Midfield,Nicolas Janvier,1998-08-11,19,France,Stade Rennais,Ligue 1
12,Central Midfield,James Léa Siliki,1996-06-12,21,France,Stade Rennais,Ligue 1
18,Right Midfield,Morgan Amalfitano,1985-03-20,32,France,Stade Rennais,Ligue 1
17,Left Midfield,Faitout Maouassa,1998-07-06,19,France,Stade Rennais,Ligue 1
8,Attacking Midfield,Wahbi Khazri,1991-02-08,26,Tunisia,Stade Rennais,Ligue 1
28,Attacking Midfield,Yoann Gourcuff,1986-07-11,31,France,Stade Rennais,Ligue 1
NA,Attacking Midfield,Anthony Ribelin,1996-04-08,21,France,Stade Rennais,Ligue 1
22,Attacking Midfield,Sabri Toufiqui,1997-03-30,20,France,Stade Rennais,Ligue 1
7,Centre-Forward,Ismaïla Sarr,1998-02-25,19,Senegal,Stade Rennais,Ligue 1
9,Centre-Forward,Firmin Mubele,1994-04-17,23,DR Congo,Stade Rennais,Ligue 1
NA,Centre-Forward,Kermit Erasmus,1990-07-08,27,South Africa,Stade Rennais,Ligue 1
11,Centre-Forward,Brandon,1995-02-04,22,Spain,Stade Rennais,Ligue 1
19,Centre-Forward,Jordan Tell,1997-06-10,20,France,Stade Rennais,Ligue 1
16,Keeper,Mike Maignan,1995-07-03,22,France,LOSC Lille,Ligue 1
NA,Keeper,Vincent Enyeama,1982-08-29,35,Nigeria,LOSC Lille,Ligue 1
30,Keeper,Hervé Kouakou Koffi,1996-10-16,21,Burkina Faso,LOSC Lille,Ligue 1
1,Keeper,Adam Jakubech,1997-01-02,21,Slovakia,LOSC Lille,Ligue 1
15,Centre-Back,Edgar Ié,1994-05-01,23,Portugal,LOSC Lille,Ligue 1
3,Centre-Back,Júnior Alonso,1993-02-09,24,Paraguay,LOSC Lille,Ligue 1
5,Centre-Back,Adama Soumaoro,1992-06-18,25,France,LOSC Lille,Ligue 1
NA,Centre-Back,Ruben Droehnle,1998-07-11,19,France,LOSC Lille,Ligue 1
NA,Centre-Back,Kouadio-Yves Dabila,1997-01-01,21,Cote d'Ivoire,LOSC Lille,Ligue 1
25,Left-Back,Fodé Ballo-Touré,1997-01-03,21,France,LOSC Lille,Ligue 1
29,Left-Back,Rominigue Kouamé,1996-12-17,21,Mali,LOSC Lille,Ligue 1
27,Left-Back,Hamza Mendyl,1997-10-21,20,Morocco,LOSC Lille,Ligue 1
35,Left-Back,Scotty Sadzoute,1998-04-29,19,France,LOSC Lille,Ligue 1
2,Right-Back,Kévin Malcuit,1991-07-31,26,France,LOSC Lille,Ligue 1
34,Right-Back,Benjamin Vérité,1999-04-21,18,France,LOSC Lille,Ligue 1
23,Defensive Midfield,Thiago Mendes,1992-03-15,25,Brazil,LOSC Lille,Ligue 1
6,Defensive Midfield,Ibrahim Amadou,1993-04-06,24,France,LOSC Lille,Ligue 1
20,Central Midfield,Thiago Maia,1997-03-23,20,Brazil,LOSC Lille,Ligue 1
21,Central Midfield,Yves Bissouma,1996-08-30,21,Mali,LOSC Lille,Ligue 1
33,Central Midfield,Boubakary Soumaré,1999-02-27,18,France,LOSC Lille,Ligue 1
10,Attacking Midfield,Yassine Benzia,1994-09-08,23,Algeria,LOSC Lille,Ligue 1
26,Attacking Midfield,Farès Bahlouli,1995-04-08,22,France,LOSC Lille,Ligue 1
17,Attacking Midfield,Valère Pollet,1997-06-27,20,France,LOSC Lille,Ligue 1
NA,Attacking Midfield,Chahreddine Boukholda,1996-05-24,21,France,LOSC Lille,Ligue 1
11,Left Wing,Luiz Araújo,1996-06-02,21,Brazil,LOSC Lille,Ligue 1
14,Left Wing,Imad Faraj,1999-02-11,18,France,LOSC Lille,Ligue 1
7,Right Wing,Anwar El Ghazi,1995-05-03,22,Netherlands,LOSC Lille,Ligue 1
19,Right Wing,Nicolas Pepe,1995-05-29,22,Cote d'Ivoire,LOSC Lille,Ligue 1
9,Centre-Forward,Ezequiel Ponce,1997-03-29,20,Argentina,LOSC Lille,Ligue 1
30,Keeper,Ciprian Tatarusanu,1986-02-09,31,Romania,FC Nantes,Ligue 1
1,Keeper,Maxime Dupé,1993-03-04,24,France,FC Nantes,Ligue 1
16,Keeper,Alexandre Olliero,1996-02-15,21,France,FC Nantes,Ligue 1
40,Keeper,Quentin Braat,1997-07-06,20,France,FC Nantes,Ligue 1
3,Centre-Back,Diego Carlos,1993-03-15,24,Brazil,FC Nantes,Ligue 1
4,Centre-Back,Nicolas Pallois,1987-09-19,30,France,FC Nantes,Ligue 1
5,Centre-Back,Koffi Djidji,1992-11-30,25,France,FC Nantes,Ligue 1
12,Centre-Back,Chidozie Awaziem,1997-01-01,21,Nigeria,FC Nantes,Ligue 1
17,Centre-Back,Anthony Walongwa,1993-10-15,24,DR Congo,FC Nantes,Ligue 1
6,Left-Back,Lucas Lima,1991-10-10,26,Brazil,FC Nantes,Ligue 1
13,Left-Back,Wilfried Moimbé,1988-10-18,29,France,FC Nantes,Ligue 1
15,Right-Back,Léo Dubois,1994-09-14,23,France,FC Nantes,Ligue 1
25,Right-Back,Enock Kwateng,1997-04-09,20,France,FC Nantes,Ligue 1
2,Right-Back,David Alcibiade,1991-09-26,26,France,FC Nantes,Ligue 1
28,Defensive Midfield,Valentin Rongier,1994-12-07,23,France,FC Nantes,Ligue 1
20,Defensive Midfield,Andrei Girotto,1992-02-17,25,Brazil,FC Nantes,Ligue 1
21,Defensive Midfield,Rene Krhin,1990-05-21,27,Slovenia,FC Nantes,Ligue 1
19,Defensive Midfield,Abdoulaye Touré,1994-03-03,23,France,FC Nantes,Ligue 1
8,Central Midfield,Adrien Thomasson,1993-12-10,24,France,FC Nantes,Ligue 1
18,Central Midfield,Samuel Moutoussamy,1996-08-12,21,France,FC Nantes,Ligue 1
7,Right Midfield,Jules Iloki,1992-01-14,25,France,FC Nantes,Ligue 1
11,Left Midfield,Alexander Kacaniklic,1991-08-13,26,Sweden,FC Nantes,Ligue 1
23,Left Midfield,Kayembe,1994-08-08,23,Belgium,FC Nantes,Ligue 1
29,Attacking Midfield,Najib Gandi,1994-06-23,23,France,FC Nantes,Ligue 1
14,Left Wing,Yassine El Ghanassy,1990-07-12,27,Belgium,FC Nantes,Ligue 1
24,Right Wing,Alexis Alégué,1996-12-23,21,Cameroon,FC Nantes,Ligue 1
9,Centre-Forward,Emiliano Sala,1990-10-31,27,Argentina,FC Nantes,Ligue 1
26,Centre-Forward,Kalifa Coulibaly,1991-08-21,26,Mali,FC Nantes,Ligue 1
22,Centre-Forward,Prejuce Nakoulma,1987-04-21,30,Burkina Faso,FC Nantes,Ligue 1
31,Centre-Forward,Kolbeinn Sigthórsson,1990-03-14,27,Iceland,FC Nantes,Ligue 1
10,Centre-Forward,Yacine Bammou,1991-09-11,26,Morocco,FC Nantes,Ligue 1
33,Centre-Forward,Randal Kolo Muani,1998-12-05,19,DR Congo,FC Nantes,Ligue 1
16,Keeper,Mathieu Michel,1991-09-04,26,France,SCO Angers,Ligue 1
30,Keeper,Alexandre Letellier,1990-12-11,27,France,SCO Angers,Ligue 1
1,Keeper,Ludovic Butelle,1983-04-03,34,France,SCO Angers,Ligue 1
40,Keeper,Anthony Mandrea,1996-12-25,21,France,SCO Angers,Ligue 1
24,Centre-Back,Romain Thomas,1988-06-12,29,France,SCO Angers,Ligue 1
8,Centre-Back,Ismaël Traoré,1986-08-18,31,Cote d'Ivoire,SCO Angers,Ligue 1
4,Centre-Back,Mateo Pavlovic,1990-06-09,27,Croatia,SCO Angers,Ligue 1
3,Left-Back,Yoann Andreu,1989-05-03,28,France,SCO Angers,Ligue 1
29,Right-Back,Vincent Manceau,1989-07-24,28,France,SCO Angers,Ligue 1
25,Right-Back,Abdoulaye Bamba,1990-04-25,27,Cote d'Ivoire,SCO Angers,Ligue 1
18,Defensive Midfield,Baptiste Santamaría,1995-03-09,22,France,SCO Angers,Ligue 1
5,Central Midfield,Thomas Mangani,1987-04-29,30,France,SCO Angers,Ligue 1
NA,Central Midfield,Prince Oniangué,1988-11-04,29,Congo,SCO Angers,Ligue 1
12,Central Midfield,Lassana Coulibaly,1996-04-10,21,Mali,SCO Angers,Ligue 1
23,Central Midfield,Angelo Fulgini,1996-08-20,21,France,SCO Angers,Ligue 1
15,Central Midfield,Pierrick Capelle,1987-04-15,30,France,SCO Angers,Ligue 1
20,Attacking Midfield,Flavien Tait,1993-02-02,24,France,SCO Angers,Ligue 1
31,Attacking Midfield,Youcef Belaïli,1992-03-14,25,Algeria,SCO Angers,Ligue 1
27,Left Wing,Thomas Touré,1993-12-27,24,Cote d'Ivoire,SCO Angers,Ligue 1
21,Left Wing,Loïc Puyo,1988-12-19,29,France,SCO Angers,Ligue 1
14,Right Wing,Billy Ketkeophomphone,1990-03-24,27,France,SCO Angers,Ligue 1
10,Right Wing,Gilles Sunu,1991-03-30,26,Togo,SCO Angers,Ligue 1
11,Right Wing,Wilfried Kanga,1998-02-21,19,Cote d'Ivoire,SCO Angers,Ligue 1
9,Centre-Forward,Enzo Crivelli,1995-02-06,22,France,SCO Angers,Ligue 1
7,Centre-Forward,Karl Toko Ekambi,1992-09-14,25,Cameroon,SCO Angers,Ligue 1
19,Centre-Forward,Baptiste Guillaume,1995-06-16,22,Belgium,SCO Angers,Ligue 1
28,Centre-Forward,Goran Karanovic,1987-10-13,30,Switzerland,SCO Angers,Ligue 1
1,Keeper,Karl-Johan Johnsson,1990-01-28,27,Sweden,Guingamp,Ligue 1
30,Keeper,Denis Petric,1988-05-24,29,Serbia,Guingamp,Ligue 1
16,Keeper,Marc-Aurèle Caillard,1994-05-12,23,France,Guingamp,Ligue 1
29,Centre-Back,Christophe Kerbrat,1986-08-02,31,France,Guingamp,Ligue 1
NA,Centre-Back,Benjamin Angoua,1986-11-28,31,Cote d'Ivoire,Guingamp,Ligue 1
15,Centre-Back,Jérémy Sorbon,1983-08-05,34,France,Guingamp,Ligue 1
20,Centre-Back,Felix Eboa Eboa,1997-04-19,20,Cameroon,Guingamp,Ligue 1
27,Left-Back,Franck Tabanou,1989-01-30,28,France,Guingamp,Ligue 1
3,Left-Back,Pedro Rebocho,1995-01-23,22,Portugal,Guingamp,Ligue 1
2,Right-Back,Jordan Ikoko,1994-02-03,23,DR Congo,Guingamp,Ligue 1
22,Right-Back,Jonathan Martins Pereira,1986-01-30,31,France,Guingamp,Ligue 1
8,Defensive Midfield,Lucas Deaux,1988-12-26,29,France,Guingamp,Ligue 1
5,Defensive Midfield,Mustapha Diallo,1986-05-14,31,Senegal,Guingamp,Ligue 1
18,Central Midfield,Lebogang Phiri,1994-11-09,23,South Africa,Guingamp,Ligue 1
17,Central Midfield,Étienne Didot,1983-07-24,34,France,Guingamp,Ligue 1
7,Right Midfield,Ludovic Blas,1997-12-31,20,France,Guingamp,Ligue 1
24,Left Wing,Marcus Coco,1996-06-24,21,France,Guingamp,Ligue 1
10,Left Wing,Nicolas Benezet,1991-02-24,26,France,Guingamp,Ligue 1
9,Left Wing,Abdoul Camara,1990-02-20,27,Guinea,Guingamp,Ligue 1
26,Left Wing,Thibault Giresse,1981-05-25,36,France,Guingamp,Ligue 1
19,Right Wing,Yannis Salibur,1991-01-24,26,France,Guingamp,Ligue 1
12,Right Wing,Yeni N'Gbakoto,1992-01-23,25,DR Congo,Guingamp,Ligue 1
23,Centre-Forward,Jimmy Briand,1985-08-02,32,France,Guingamp,Ligue 1
11,Centre-Forward,Sloan Privat,1989-07-24,28,French Guiana,Guingamp,Ligue 1
21,Centre-Forward,Marcus Thuram,1997-08-06,20,France,Guingamp,Ligue 1
14,Centre-Forward,Karim Achahbar,1996-01-03,22,Morocco,Guingamp,Ligue 1
40,Keeper,Benjamin Lecomte,1991-04-26,26,France,Montpellier,Ligue 1
1,Keeper,Laurent Pionnier,1982-05-24,35,France,Montpellier,Ligue 1
16,Keeper,Dimitry Bertaud,1998-06-06,19,France,Montpellier,Ligue 1
5,Centre-Back,Pedro Mendes,1990-10-01,27,Portugal,Montpellier,Ligue 1
12,Centre-Back,Lukáš Pokorný,1993-07-05,24,Czech Republic,Montpellier,Ligue 1
3,Centre-Back,Daniel Congré,1985-04-05,32,France,Montpellier,Ligue 1
4,Centre-Back,Hilton,1977-09-13,40,Brazil,Montpellier,Ligue 1
31,Centre-Back,Nicolas Cozza,1999-01-08,19,France,Montpellier,Ligue 1
24,Left-Back,Jérôme Roussillon,1993-01-06,25,France,Montpellier,Ligue 1
8,Left-Back,Ambroise Oyongo,1991-06-22,26,Cameroon,Montpellier,Ligue 1
26,Left-Back,Morgan Poaty,1997-07-15,20,France,Montpellier,Ligue 1
23,Right-Back,Nordi Mukiele,1997-11-01,20,France,Montpellier,Ligue 1
2,Right-Back,Ruben Aguilar,1993-04-26,24,France,Montpellier,Ligue 1
13,Defensive Midfield,Ellyes Skhiri,1995-05-10,22,Tunisia,Montpellier,Ligue 1
7,Defensive Midfield,Paul Lasne,1989-01-16,28,France,Montpellier,Ligue 1
27,Defensive Midfield,Facundo Píriz,1990-03-27,27,Uruguay,Montpellier,Ligue 1
6,Defensive Midfield,Junior Sambia,1996-09-07,21,France,Montpellier,Ligue 1
22,Defensive Midfield,Killian Sanson,1997-06-07,20,France,Montpellier,Ligue 1
28,Attacking Midfield,Stéphane Sessègnon,1984-06-01,33,Benin,Montpellier,Ligue 1
20,Left Wing,Keagan Dolly,1993-01-22,24,South Africa,Montpellier,Ligue 1
9,Left Wing,Jonathan Ikoné,1998-05-02,19,France,Montpellier,Ligue 1
18,Right Wing,Isaac Mbenza,1996-03-08,21,Belgium,Montpellier,Ligue 1
19,Right Wing,Souleymane Camara,1982-12-22,35,Senegal,Montpellier,Ligue 1
14,Centre-Forward,Giovanni Sio,1989-03-31,28,Cote d'Ivoire,Montpellier,Ligue 1
29,Centre-Forward,Casimir Ninga,1993-05-17,24,Chad,Montpellier,Ligue 1
11,Centre-Forward,Kévin Bérigaud,1988-05-09,29,France,Montpellier,Ligue 1
17,Centre-Forward,Jérémie Porsan-Clemente,1997-12-16,20,France,Montpellier,Ligue 1
30,Keeper,Baptiste Reynet,1990-10-28,27,France,Dijon,Ligue 1
1,Keeper,Benjamin Leroy,1989-04-07,28,France,Dijon,Ligue 1
16,Keeper,Bobby Allain,1991-11-28,26,France,Dijon,Ligue 1
4,Centre-Back,Papy Djilobodji,1988-12-01,29,Senegal,Dijon,Ligue 1
6,Centre-Back,Wesley Lautoa,1987-08-25,30,Neukaledonien,Dijon,Ligue 1
18,Centre-Back,Cédric Yambéré,1990-11-06,27,Central African Republic,Dijon,Ligue 1
27,Centre-Back,Cédric Varrault,1980-01-30,37,France,Dijon,Ligue 1
3,Left-Back,Arnold Bouka Moutou,1988-11-28,29,Congo,Dijon,Ligue 1
5,Left-Back,Oussama Haddadi,1992-01-28,25,Tunisia,Dijon,Ligue 1
26,Right-Back,Fouad Chafik,1986-10-16,31,Morocco,Dijon,Ligue 1
23,Right-Back,Vincent Rüfli,1988-01-22,29,Switzerland,Dijon,Ligue 1
19,Right-Back,Valentin Rosier,1996-08-19,21,France,Dijon,Ligue 1
14,Defensive Midfield,Jordan Marié,1991-09-29,26,France,Dijon,Ligue 1
NA,Defensive Midfield,Erwan Maury,1996-06-16,21,France,Dijon,Ligue 1
21,Defensive Midfield,Eden Massouema,1997-06-29,20,France,Dijon,Ligue 1
28,Central Midfield,Xeka,1994-11-10,23,Portugal,Dijon,Ligue 1
8,Central Midfield,Mehdi Abeid,1992-08-06,25,Algeria,Dijon,Ligue 1
15,Central Midfield,Florent Balmont,1980-02-02,37,France,Dijon,Ligue 1
20,Right Midfield,Romain Amalfitano,1989-08-27,28,France,Dijon,Ligue 1
7,Attacking Midfield,Frédéric Sammaritano,1986-03-23,31,France,Dijon,Ligue 1
24,Attacking Midfield,Dylan Bahamboula,1995-05-22,22,Congo,Dijon,Ligue 1
10,Left Wing,Naïm Sliti,1992-07-27,25,Tunisia,Dijon,Ligue 1
9,Left Wing,Wesley Saïd,1995-04-19,22,France,Dijon,Ligue 1
22,Right Wing,Chang-hun Kwon,1994-06-30,23,"Korea, South",Dijon,Ligue 1
11,Centre-Forward,Julio Tavarès,1988-11-19,29,Cape Verde,Dijon,Ligue 1
29,Centre-Forward,Benjamin Jeannot,1992-01-22,25,France,Dijon,Ligue 1
1,Keeper,Thomas Didillon,1995-11-28,22,France,FC Metz,Ligue 1
30,Keeper,Quentin Beunardeau,1994-02-27,23,France,FC Metz,Ligue 1
16,Keeper,Eiji Kawashima,1983-03-20,34,Japan,FC Metz,Ligue 1
35,Defence,Dylan Lempereur,1998-10-24,19,France,FC Metz,Ligue 1
36,Defence,Vincent Peugnet,1998-02-05,19,France,FC Metz,Ligue 1
3,Centre-Back,Fallou Diagne,1989-08-14,28,Senegal,FC Metz,Ligue 1
6,Centre-Back,Milan Bisevac,1983-08-31,34,Serbia,FC Metz,Ligue 1
21,Centre-Back,Moussa Niakhaté,1996-03-08,21,France,FC Metz,Ligue 1
21,Centre-Back,Vahid Selimovic,1997-04-03,20,Luxembourg,FC Metz,Ligue 1
20,Left-Back,Julian Palmieri,1986-12-07,31,France,FC Metz,Ligue 1
32,Left-Back,Benoît Assou-Ekotto,1984-03-24,33,Cameroon,FC Metz,Ligue 1
12,Left-Back,Matthieu Udol,1996-03-20,21,France,FC Metz,Ligue 1
25,Right-Back,Iván Balliu,1992-01-01,26,Albania,FC Metz,Ligue 1
28,Right-Back,Jonathan Rivierez,1989-05-18,28,France,FC Metz,Ligue 1
27,Right-Back,Théodore Efouba Ayissi,1997-05-05,20,Cameroon,FC Metz,Ligue 1
33,Midfield,Youssef Maziz,1998-06-24,19,France,FC Metz,Ligue 1
34,Midfield,Lilian Fournier,1998-05-18,19,France,FC Metz,Ligue 1
5,Defensive Midfield,Gerónimo Poblete,1993-01-02,25,Argentina,FC Metz,Ligue 1
23,Defensive Midfield,Chris Philipps,1994-03-08,23,Luxembourg,FC Metz,Ligue 1
14,Defensive Midfield,Lemouya Goudiaby,1997-01-09,21,Senegal,FC Metz,Ligue 1
26,Central Midfield,Cafú,1993-02-26,24,Portugal,FC Metz,Ligue 1
19,Central Midfield,Florent Mollet,1991-11-19,26,France,FC Metz,Ligue 1
24,Central Midfield,Renaud Cohade,1984-09-29,33,France,FC Metz,Ligue 1
NA,Central Midfield,Alexis Larriere,1997-03-20,20,France,FC Metz,Ligue 1
8,Right Midfield,Yann Jouffre,1984-07-23,33,France,FC Metz,Ligue 1
NA,Attacking Midfield,Danijel Milicevic,1986-01-05,32,Bosnia-Herzegovina,FC Metz,Ligue 1
18,Attacking Midfield,Vincent Thill,2000-02-04,17,Luxembourg,FC Metz,Ligue 1
NA,Attacking Midfield,Janis Ikaunieks,1995-02-16,22,Latvia,FC Metz,Ligue 1
17,Right Wing,Mathieu Dossevi,1988-02-12,29,Togo,FC Metz,Ligue 1
11,Right Wing,Opa Nguette,1994-07-08,23,Senegal,FC Metz,Ligue 1
13,Right Wing,Ablie Jallow,1998-11-14,19,The Gambia,FC Metz,Ligue 1
9,Centre-Forward,Nolan Roux,1988-03-01,29,France,FC Metz,Ligue 1
29,Centre-Forward,Emmanuel Rivière,1990-03-03,27,France,FC Metz,Ligue 1
7,Centre-Forward,Ibrahima Niane,1999-03-11,18,Senegal,FC Metz,Ligue 1
1,Keeper,Rémy Vercoutre,1980-06-26,37,France,SM Caen,Ligue 1
30,Keeper,Brice Samba,1994-04-25,23,France,SM Caen,Ligue 1
40,Keeper,Matthieu Dreyer,1989-03-20,28,France,SM Caen,Ligue 1
28,Centre-Back,Damien Da Silva,1988-05-17,29,France,SM Caen,Ligue 1
29,Centre-Back,Romain Genevois,1987-10-28,30,Haiti,SM Caen,Ligue 1
24,Centre-Back,Alexander Djiku,1994-08-09,23,France,SM Caen,Ligue 1
5,Centre-Back,Baissama Sankoh,1992-03-20,25,Guinea,SM Caen,Ligue 1
3,Centre-Back,Florian Le Joncour,1995-02-03,22,France,SM Caen,Ligue 1
11,Left-Back,Vincent Bessat,1985-11-08,32,France,SM Caen,Ligue 1
22,Left-Back,Adama Mbengue,1993-12-01,24,Senegal,SM Caen,Ligue 1
21,Right-Back,Frédéric Guilbert,1994-12-24,23,France,SM Caen,Ligue 1
23,Right-Back,Mouhamadou Dabo,1986-11-28,31,France,SM Caen,Ligue 1
4,Defensive Midfield,Ismaël Diomandé,1992-08-28,25,Cote d'Ivoire,SM Caen,Ligue 1
18,Defensive Midfield,Durel Avounou,1997-09-25,20,Congo,SM Caen,Ligue 1
27,Defensive Midfield,Valentin Voisin,1996-06-19,21,France,SM Caen,Ligue 1
10,Central Midfield,Youssef Aït Bennasser,1996-07-07,21,Morocco,SM Caen,Ligue 1
8,Central Midfield,Stef Peeters,1992-02-09,25,Belgium,SM Caen,Ligue 1
6,Central Midfield,Jonathan Delaplace,1986-03-20,31,France,SM Caen,Ligue 1
19,Central Midfield,Jordan Leborgne,1995-09-29,22,France,SM Caen,Ligue 1
25,Central Midfield,Julien Féret,1982-07-05,35,France,SM Caen,Ligue 1
20,Left Wing,Hervé Bazile,1990-03-18,27,Haiti,SM Caen,Ligue 1
17,Left Wing,Jordan N'Kololo,1992-11-09,25,DR Congo,SM Caen,Ligue 1
9,Left Wing,Jan Repas,1997-03-19,20,Slovenia,SM Caen,Ligue 1
14,Right Wing,Jeff Louis,1992-08-08,25,Haiti,SM Caen,Ligue 1
7,Right Wing,Timo Stavitski,1999-07-17,18,Finland,SM Caen,Ligue 1
26,Centre-Forward,Ivan Santini,1989-05-21,28,Croatia,SM Caen,Ligue 1
12,Centre-Forward,Ronny Rodelin,1989-11-18,28,France,SM Caen,Ligue 1
13,Centre-Forward,Christian Kouakou,1991-03-01,26,Cote d'Ivoire,SM Caen,Ligue 1
1,Keeper,Régis Gurtner,1986-12-08,31,France,SC Amiens,Ligue 1
16,Keeper,Jean-Christophe Bouet,1983-07-21,34,France,SC Amiens,Ligue 1
40,Keeper,Raphaël Adiceam,1990-07-03,27,France,SC Amiens,Ligue 1
2,Centre-Back,Prince Gouano,1993-12-24,24,France,SC Amiens,Ligue 1
24,Centre-Back,Mathieu Bodmer,1982-11-22,35,France,SC Amiens,Ligue 1
3,Centre-Back,Khaled Adénon,1985-07-28,32,Benin,SC Amiens,Ligue 1
35,Left-Back,Danilo Avelar,1989-06-09,28,Brazil,SC Amiens,Ligue 1
12,Left-Back,Bakaye Dibassy,1989-08-11,28,Mali,SC Amiens,Ligue 1
23,Left-Back,Julien Ielsch,1983-03-05,34,France,SC Amiens,Ligue 1
19,Right-Back,Oualid El Hajjam,1991-02-19,26,Morocco,SC Amiens,Ligue 1
25,Right-Back,Issa Cissokho,1985-02-23,32,Senegal,SC Amiens,Ligue 1
26,Defensive Midfield,Guy N'Gosso,1985-01-11,32,Cameroon,SC Amiens,Ligue 1
20,Defensive Midfield,Sekou Baradji,1984-04-24,33,France,SC Amiens,Ligue 1
34,Central Midfield,Bongani Zungu,1992-10-09,25,South Africa,SC Amiens,Ligue 1
6,Central Midfield,Thomas Monconduit,1991-02-10,26,France,SC Amiens,Ligue 1
8,Central Midfield,Guessouma Fofana,1992-12-17,25,France,SC Amiens,Ligue 1
17,Central Midfield,Mahdi Talal,1997-08-17,20,France,SC Amiens,Ligue 1
7,Right Midfield,Harisson Manzala,1994-03-06,23,DR Congo,SC Amiens,Ligue 1
10,Right Midfield,Emmanuel Bourgaud,1987-10-25,30,France,SC Amiens,Ligue 1
18,Left Midfield,Georges Gope-Fenepej,1988-10-23,29,Neukaledonien,SC Amiens,Ligue 1
14,Attacking Midfield,Gaël Kakuta,1991-06-21,26,DR Congo,SC Amiens,Ligue 1
21,Attacking Midfield,Charly Charrier,1986-05-27,31,France,SC Amiens,Ligue 1
4,Left Wing,Nathan,1996-03-13,21,Brazil,SC Amiens,Ligue 1
11,Right Wing,Jean-Luc Dompé,1995-08-12,22,France,SC Amiens,Ligue 1
37,Right Wing,Serge Gakpé,1987-05-07,30,Togo,SC Amiens,Ligue 1
15,Centre-Forward,Moussa Konaté,1993-04-03,24,Senegal,SC Amiens,Ligue 1
28,Centre-Forward,Lacina Traoré,1990-05-20,27,Cote d'Ivoire,SC Amiens,Ligue 1
13,Centre-Forward,Quentin Cornette,1994-01-17,23,France,SC Amiens,Ligue 1
29,Centre-Forward,Bachibou Koita,1994-04-15,23,Niger,SC Amiens,Ligue 1
9,Centre-Forward,Brighton Labeau,1996-01-01,22,France,SC Amiens,Ligue 1
30,Keeper,Mamadou Samassa,1990-02-16,27,Mali,Troyes,Ligue 1
1,Keeper,Erwin Zelazny,1991-09-22,26,France,Troyes,Ligue 1
40,Keeper,Yehvann Diouf,1999-06-11,18,France,Troyes,Ligue 1
NA,Defence,Khamis Digol N'Dozangue,1998-09-28,19,France,Troyes,Ligue 1
24,Centre-Back,Jimmy Giraudon,1992-01-16,25,France,Troyes,Ligue 1
22,Centre-Back,Christophe Hérelle,1992-08-22,25,Martinique,Troyes,Ligue 1
3,Centre-Back,Gabriel,1997-12-19,20,Brazil,Troyes,Ligue 1
4,Centre-Back,Oswaldo Vizcarrondo,1984-05-31,33,Venezuela,Troyes,Ligue 1
17,Left-Back,Johann Obiang,1993-07-05,24,Gabon,Troyes,Ligue 1
23,Left-Back,Charles Traoré,1992-01-01,26,Mali,Troyes,Ligue 1
12,Right-Back,Mathieu Deplagne,1991-10-01,26,France,Troyes,Ligue 1
2,Right-Back,Jérémy Cordoval,1990-01-12,27,France,Troyes,Ligue 1
14,Defensive Midfield,François Bellugou,1987-04-25,30,France,Troyes,Ligue 1
27,Defensive Midfield,Aloïs Confais,1996-09-07,21,France,Troyes,Ligue 1
6,Defensive Midfield,Karim Azamoum,1990-01-17,27,France,Troyes,Ligue 1
